"date","time.uhi.min","min.urb","min.rur","min.urb.q002","min.rur.q002","time.uhi.max","max.urb","max.rur","max.urb.q098","max.rur.q098","uhi.med"
2021-05-26,2021-05-26 04:00:00,-5.05069446563721,-6.69999980926514,-5.05069446563721,-6.69999980926514,2021-05-26 09:30:00,22.4180545806885,22.6263885498047,22.4180545806885,22.4874992370605,3.4
2021-05-27,2021-05-27 19:30:00,-4.09027767181396,-5.5,-4.09027767181396,-5.5,2021-05-27 11:00:00,18.6826400756836,19.2875003814697,18.6826400756836,18.9125003814697,3.6
2021-05-28,2021-05-28 03:30:00,4.32291650772095,0.200000002980232,4.32291650772095,0.200000002980232,2021-05-28 12:30:00,26.0048599243164,26.2999992370605,26.0048599243164,26.2999992370605,2.7
2021-05-29,2021-05-29 04:00:00,5.89166688919067,-1.55624997615814,5.89166688919067,-1.49374997615814,2021-05-29 11:00:00,22.5395832061768,22.7999992370605,22.5395832061768,22.7999992370605,3.9
2021-05-30,2021-05-30 03:00:00,4.40416669845581,-1.5,4.40416669845581,-1.12895661354065,2021-05-30 12:00:00,26.4006938934326,26.7999992370605,26.4006938934326,26.7999992370605,2.7
2021-05-31,2021-05-31 03:30:00,4.26944446563721,2.65325999259949,4.26944446563721,2.86052851676941,2021-05-31 11:30:00,27.7479152679443,27.7999992370605,27.7479152679443,27.7999992370605,2
2021-06-01,2021-06-01 03:30:00,6.85624980926514,3.79999995231628,6.85624980926514,3.79999995231628,2021-06-01 11:30:00,29.1305561065674,29.2000007629395,29.1305561065674,29.2000007629395,2.1
2021-06-02,2021-06-02 03:00:00,5.81736135482788,0.400000005960464,5.81736135482788,0.400000005960464,2021-06-02 11:00:00,28.1048603057861,28.3999996185303,28.1048603057861,28.3999996185303,3.1
2021-06-03,2021-06-03 03:30:00,10.4777774810791,6.19999980926514,10.4777774810791,6.19999980926514,2021-06-03 10:30:00,29.3312492370605,29.6659736633301,29.3312492370605,29.6437511444092,3.5
2021-06-04,2021-06-04 03:00:00,12.9916667938232,4.40000009536743,12.9916667938232,4.40000009536743,2021-06-04 11:30:00,33.1444435119629,33.7000007629395,33.1444435119629,33.7000007629395,3.7
2021-06-05,2021-06-05 23:00:00,-1.19652783870697,-1.89583337306976,-1.19652783870697,-1.70000004768372,2021-06-05 08:30:00,24.8180561065674,24.8874988555908,24.8180561065674,24.8736114501953,4.1
2021-06-06,2021-06-06 00:00:00,9.09791660308838,1.20000004768372,9.09791660308838,1.56706021785736,2021-06-06 11:00:00,23.9916667938232,24.2000007629395,23.9916667938232,24.2000007629395,4.3
2021-06-07,2021-06-07 04:00:00,13.6916666030884,5,13.6916666030884,5,2021-06-07 13:00:00,27.6479167938232,28.6138896942139,27.6479167938232,28.0305557250977,4.5
2021-06-08,2021-06-08 23:00:00,13.6145830154419,5.09999990463257,13.6145830154419,5.09999990463257,2021-06-08 11:00:00,27.3361110687256,27.4750003814697,27.3361110687256,27.4493064880371,4.3
2021-06-09,2021-06-09 23:00:00,10.4777774810791,-0.200000002980232,10.4777774810791,-0.200000002980232,2021-06-09 12:30:00,27.4951400756836,27.6687507629395,27.4951400756836,27.6513900756836,4.5
2021-06-10,2021-06-10 03:00:00,7.82361125946045,2.20000004768372,7.82361125946045,2.20000004768372,2021-06-10 12:30:00,29.2048606872559,29.5,29.2048606872559,29.5,3.2
2021-06-11,2021-06-11 01:00:00,12.1097221374512,3.20000004768372,12.1097221374512,3.20000004768372,2021-06-11 11:30:00,32.2270812988281,32.7999992370605,32.2270812988281,32.7999992370605,3.3
2021-06-12,2021-06-12 23:30:00,6.67499971389771,-0.684722185134888,6.67499971389771,-0.531944453716278,2021-06-12 11:00:00,31.2652778625488,31.2999992370605,31.2652778625488,31.2999992370605,3.3
2021-06-13,2021-06-13 03:30:00,1.37847220897675,-0.183333337306976,1.37847220897675,-0.12777778506279,2021-06-13 11:00:00,31.2444438934326,31.7999992370605,31.2444438934326,31.7999992370605,3
2021-06-14,2021-06-14 03:30:00,10.408332824707,8.10000038146973,10.408332824707,8.10000038146973,2021-06-14 12:00:00,31.3493061065674,31.78125,31.3493061065674,31.7312488555908,1.4
2021-06-15,2021-06-15 23:30:00,12.8097219467163,5.30000019073486,12.8097219467163,5.30000019073486,2021-06-15 11:00:00,32.8611106872559,33,32.8611106872559,33,2.7
2021-06-16,2021-06-16 03:30:00,8.42152786254883,7.365234375,8.42152786254883,7.49592882156372,2021-06-16 09:30:00,33.595832824707,33.7000007629395,33.595832824707,33.7000007629395,3.1
2021-06-17,2021-06-17 03:30:00,15.5506954193115,7,15.5506954193115,7,2021-06-17 10:30:00,35.0951385498047,35.2687492370605,35.0951385498047,35.2465286254883,2.7
2021-06-18,2021-06-18 00:30:00,17.2097206115723,9.19999980926514,17.2097206115723,9.19999980926514,2021-06-18 13:30:00,34.8611106872559,35,34.8611106872559,35,2.9
2021-06-19,2021-06-19 03:30:00,15.6277780532837,8.32430553436279,15.6277780532837,8.35902786254883,2021-06-19 11:30:00,35.6784706115723,35.7999992370605,35.6784706115723,35.7999992370605,3.6
2021-06-20,2021-06-20 04:00:00,17.2326393127441,8.10000038146973,17.2326393127441,8.10000038146973,2021-06-20 12:00:00,35.0743064880371,35.2999992370605,35.0743064880371,35.2999992370605,3.9
2021-06-21,2021-06-21 03:30:00,10.8277778625488,3.32430553436279,10.8277778625488,3.35902762413025,2021-06-21 13:00:00,32.2437515258789,32.4000015258789,32.2437515258789,32.4000015258789,3.4
2021-06-22,2021-06-22 23:30:00,15.3687496185303,3.59999990463257,15.3687496185303,3.59999990463257,2021-06-22 13:00:00,30.4770832061768,30.5812511444092,30.4770832061768,30.560417175293,3.9
2021-06-23,2021-06-23 22:30:00,8.48888874053955,3.20138883590698,8.48888874053955,3.5,2021-06-23 11:30:00,30.036111831665,30.1750011444092,30.036111831665,30.1527786254883,4
2021-06-24,2021-06-24 00:30:00,8.25833320617676,3.59999990463257,8.25833320617676,4.27007522583008,2021-06-24 11:30:00,30.5874996185303,30.8999996185303,30.5874996185303,30.8999996185303,3.7
2021-06-25,2021-06-25 02:00:00,-1.16736114025116,-1.84294950962067,-1.16736114025116,-1.69652783870697,2021-06-25 12:30:00,26.4479160308838,26.6958332061768,26.4479160308838,26.5,3
2021-06-26,2021-06-26 01:30:00,12.3916664123535,3.79999995231628,12.3916664123535,3.79999995231628,2021-06-26 12:30:00,30.3590278625488,30.4958324432373,30.3590278625488,30.3937492370605,3.3
2021-06-27,2021-06-27 02:30:00,11.3458337783813,3,11.3458337783813,3,2021-06-27 11:00:00,33.5263900756836,33.7000007629395,33.5263900756836,33.7000007629395,3.6
2021-06-28,2021-06-28 03:30:00,14.8916664123535,6.59999990463257,14.8916664123535,6.59999990463257,2021-06-28 11:00:00,34.2590293884277,34.3958320617676,34.2590293884277,34.2937507629395,3.2
2021-06-29,2021-06-29 23:00:00,14.5097227096558,6.40000009536743,14.5097227096558,6.40000009536743,2021-06-29 11:30:00,32.3312492370605,32.7999992370605,32.3312492370605,32.7999992370605,4.2
2021-06-30,2021-06-30 23:30:00,12.6506948471069,4.69999980926514,12.6506948471069,4.69999980926514,2021-06-30 11:30:00,24.9138889312744,25.3999996185303,24.9138889312744,25.3999996185303,4.4
2021-07-01,2021-07-01 01:30:00,12.909722328186,4.69999980926514,12.909722328186,4.69999980926514,2021-07-01 12:00:00,24.4006938934326,24.7999992370605,24.4006938934326,24.7999992370605,4.7
2021-07-02,2021-07-02 02:00:00,1.76944446563721,1.70000004768372,1.76944446563721,1.70000004768372,2021-07-02 12:30:00,27.9652767181396,28,27.9652767181396,28,3.4
2021-07-03,2021-07-03 04:00:00,9.85069465637207,2.5,9.85069465637207,2.5,2021-07-03 10:30:00,31.5784721374512,31.7000007629395,31.5784721374512,31.7000007629395,3.9
2021-07-04,2021-07-04 22:00:00,2.8965277671814,-1.81458330154419,2.8965277671814,-1.52986109256744,2021-07-04 11:00:00,26.3263893127441,26.5,26.3263893127441,26.5,3.9
2021-07-05,2021-07-05 02:30:00,-2.81319451332092,-3.08819437026978,-2.81319451332092,-3.05624985694885,2021-07-05 15:30:00,26.5569438934326,26.7999992370605,26.5569438934326,26.7999992370605,3.6
2021-07-06,2021-07-06 22:00:00,16.1097221374512,8.19999980926514,16.1097221374512,8.19999980926514,2021-07-06 11:30:00,33.03125,33.5,33.03125,33.5,3.1
2021-07-07,2021-07-07 21:30:00,14.909722328186,6.80000019073486,14.909722328186,6.80000019073486,2021-07-07 15:00:00,23.9437503814697,24.1000003814697,23.9437503814697,24.1000003814697,4.3
2021-07-08,2021-07-08 02:00:00,9.20694446563721,3.56980609893799,9.20694446563721,4.21041631698608,2021-07-08 11:30:00,21.7916660308838,22,21.7916660308838,22,4.3
2021-07-09,2021-07-09 03:00:00,13.409722328186,5.19999980926514,13.409722328186,5.19999980926514,2021-07-09 12:00:00,28.7611103057861,28.8999996185303,28.7611103057861,28.8999996185303,3.9
2021-07-10,2021-07-10 01:30:00,10.7298612594604,5.5,10.7298612594604,5.5,2021-07-10 12:30:00,28.5083332061768,28.9777774810791,28.5083332061768,28.9249992370605,2.9
2021-07-11,2021-07-11 02:00:00,8.4868049621582,4.71875,8.4868049621582,4.8340277671814,2021-07-11 11:30:00,30.6180553436279,31,30.6180553436279,31,3.5
2021-07-12,2021-07-12 04:30:00,13.2687501907349,1.60000002384186,13.2687501907349,1.60000002384186,2021-07-12 11:30:00,30.997220993042,32.7583312988281,30.997220993042,32.5249977111816,2.9
2021-07-13,2021-07-13 22:00:00,12.96875,5,12.96875,5,2021-07-13 10:30:00,20.7743053436279,21,20.7743053436279,21,4.3
