"date","time.uhi.min","min.urb","min.rur","min.urb.q002","min.rur.q002","time.uhi.max","max.urb","max.rur","max.urb.q098","max.rur.q098","uhi.med"
2021-01-01,2021-01-01 17:30:00,-1.5,-2.1326003074646,-1.49903065681458,-1.6706312417984,2021-01-01 11:30:00,1.79999995231628,2.20000004768372,1.74851812839508,1.55925685167313,0.2
2021-01-02,2021-01-02 23:30:00,-2.8965277671814,-3,-2.8340277671814,-3,2021-01-02 00:00:00,-0.400000005960464,-0.200000002980232,-0.454563019275665,-0.304002717137337,0.1
2021-01-03,2021-01-03 17:00:00,-5.09652757644653,-5.77616786956787,-5.03321502685547,-5.0666926574707,2021-01-03 11:00:00,-2.59999990463257,-2.40000009536743,-2.59999990463257,-2.70000004768372,0.1
2021-01-04,2021-01-04 21:00:00,-10.6999998092651,-11.1000003814697,-10.6999998092651,-10.997256565094,2021-01-04 10:30:00,-1.10000002384186,-1,-1.10880208492279,-1.29672062397003,-0.1
2021-01-05,2021-01-05 23:30:00,-13.3000001907349,-13.3000001907349,-13.3000001907349,-13.3000001907349,2021-01-05 01:00:00,-3.09999990463257,-2.78198599815369,-3.13225474357605,-3.29999995231628,-0.5
2021-01-06,2021-01-06 03:30:00,-13.6999998092651,-13.6999998092651,-13.4312606239319,-13.6999998092651,2021-01-06 23:30:00,-2,-1.39999997615814,-2.10940675735474,-2.41319441795349,-0.3
2021-01-07,2021-01-07 23:30:00,-4.44908857345581,-5.09999990463257,-4.30000019073486,-5.08339595794678,2021-01-07 10:00:00,-0.800000011920929,-0.899999976158142,-0.862421872615814,-1.20000004768372,0.7
2021-01-08,2021-01-08 21:00:00,-13.5237083435059,-13.5427951812744,-12.7700284576416,-12.3289502716064,2021-01-08 00:00:00,-3,-2.5,-3.11111116409302,-3.40000009536743,0.2
2021-01-09,2021-01-09 16:30:00,-16.6000003814697,-19,-16.6000003814697,-19,2021-01-09 00:30:00,-6.35208320617676,-6.19999980926514,-6.49192136764526,-6.19999980926514,0.1
2021-01-10,2021-01-10 00:00:00,-17.2000007629395,-17.2000007629395,-16.5,-17.2000007629395,2021-01-10 23:30:00,-1.60000002384186,-1.10000002384186,-1.60000002384186,-1.20000004768372,0.3
2021-01-11,2021-01-11 16:00:00,-1.69703423976898,-1.89999997615814,-1.63750004768372,-1.88435566425323,2021-01-11 10:00:00,-0.100000001490116,-0.100000001490116,-0.104861110448837,-0.100000001490116,0.3
2021-01-12,2021-01-12 02:00:00,-2.49703407287598,-2.79999995231628,-2.44266035079956,-2.78339600563049,2021-01-12 11:00:00,0.39243346452713,0.800000011920929,0.347028365135193,0.784722208976746,0.3
2021-01-13,2021-01-13 19:30:00,-18.7999992370605,-18.7999992370605,-18.7999992370605,-18.7999992370605,2021-01-13 01:00:00,-0.899999976158142,-0.800000011920929,-0.992049188613892,-1.29999995231628,0.2
2021-01-14,2021-01-14 22:30:00,-23.7999992370605,-23.7999992370605,-22.5,-23.7999992370605,2021-01-14 11:30:00,-8.69999980926514,-8.69999980926514,-8.69999980926514,-8.69999980926514,-0.9
2021-01-15,2021-01-15 05:00:00,-24,-24.8999996185303,-23.9901390075684,-24.8430962371826,2021-01-15 11:30:00,-13.8000001907349,-2.72330212593079,-13.8147946548462,-4.97291707992554,0.7
2021-01-16,2021-01-16 17:00:00,-23.6000003814697,-23.6000003814697,-23.6000003814697,-23.6000003814697,2021-01-16 01:00:00,-12.3999996185303,-12.6000003814697,-12.4070133209229,-12.6000003814697,1.3
2021-01-17,2021-01-17 00:00:00,-22,-22,-22,-22,2021-01-17 11:30:00,-7.59999990463257,-6.90000009536743,-7.66017010688782,-7.18861126899719,-0.3
2021-01-19,2021-01-19 23:30:00,-5.29652786254883,-5.69999980926514,-5.22708320617676,-5.69881105422974,2021-01-19 10:30:00,-0.000245949078816921,-0.000631751550827175,-0.00905459120869636,-0.177083343267441,0.3
2021-01-20,2021-01-20 02:00:00,-21.5,-21.5,-21.2000007629395,-21.5,2021-01-20 04:30:00,-4.74565744400024,-4.7998514175415,-5,-5,-0.7
2021-01-21,2021-01-21 00:30:00,-6.39703416824341,-6.69999980926514,-6.33982835769653,-6.68339586257935,2021-01-21 23:30:00,1.36758291721344,1.39999997615814,1.29729332447052,1.36316794157028,0.4
2021-01-22,2021-01-22 05:00:00,-0.697034120559692,-0.899999976158142,-0.635416686534882,-0.878967193365097,2021-01-22 11:30:00,2.90000009536743,2.79873633384705,2.88534905433655,2.70000004768372,0.2
2021-01-23,2021-01-23 23:30:00,-0.897034108638763,-1,-0.832232067584991,-0.998558044433594,2021-01-23 11:30:00,3.90033769607544,4.09998559951782,3.90000009536743,4.06673407554626,0
2021-01-24,2021-01-24 01:30:00,-0.896527767181396,-1,-0.819055554866791,-0.956269294023514,2021-01-24 10:30:00,3.64084196090698,3.63943862915039,3.61951987266541,3.51398923397064,0.1
2021-01-25,2021-01-25 23:30:00,-0.600675165653229,-0.800000011920929,-0.59164121389389,-0.762287825345993,2021-01-25 11:00:00,2.09975385665894,2.15258002281189,2.09094528198242,2.03424477577209,0.1
2021-01-26,2021-01-26 07:00:00,-1.39703416824341,-1.62310469150543,-1.35803329944611,-1.58618743658066,2021-01-26 11:00:00,1.89999997615814,2.09999990463257,1.85710937976837,2.08958315849304,0.1
