"date","time.uhi.min","min.urb","min.rur","min.urb.q002","min.rur.q002","time.uhi.max","max.urb","max.rur","max.urb.q098","max.rur.q098","uhi.med","med.urb","med.rur"
2021-09-11,2021-09-11 21:30:00,9.66041660308838,8.76111030578613,10.751301574707,8.97291660308838,2021-09-11 11:30:00,24.9868640899658,24.7313232421875,24.8253475189209,24.3253237915039,0.3,18.0260668005554,17.7319434274773
2021-09-12,2021-09-12 04:30:00,11.3673610687256,11.1000003814697,11.6069450378418,11.1000003814697,2021-09-12 10:30:00,28.7930545806885,28.4483833312988,28.7236099243164,27.9522895812988,0.7,18.3149036786843,17.6069338880617
2021-09-13,2021-09-13 00:00:00,10.1256942749023,9.39999961853027,10.1999998092651,9.39999961853027,2021-09-13 13:00:00,28.6972236633301,28.5450477600098,28.6694450378418,28.2999992370605,0.6,18.328800431478,17.7433521464646
2021-09-14,2021-09-14 00:30:00,10.6999998092651,9.80000019073486,11.1449305534363,9.80000019073486,2021-09-14 13:30:00,28.3965282440186,28.1997108459473,28.3618049621582,27.9923610687256,0.3,19.1581687388331,18.8610590246534
2021-09-15,2021-09-15 23:30:00,11.6638889312744,11.0715274810791,11.8520832061768,11.1083326339722,2021-09-15 12:30:00,27.8999996185303,27.8999996185303,27.8999996185303,27.8999996185303,0.3,18.6423489891552,18.3098618036071
2021-09-16,2021-09-16 06:00:00,3.5,3.07291674613953,4.20347213745117,3.21647225379944,2021-09-16 11:00:00,32.8556861877441,31.1798667907715,32.2796466827393,29.4856540679932,0.6,17.3829384495708,16.7537745374095
2021-09-17,2021-09-17 01:30:00,9.89999961853027,9.89999961853027,9.89999961853027,9.89999961853027,2021-09-17 12:30:00,34.4604568481445,33.2033615112305,34.2112743377686,31.4479179382324,0.7,18.0147223102944,17.3600525441816
2021-09-18,2021-09-18 05:00:00,11.019980430603,10.3791666030884,11.4486112594604,10.5501246452332,2021-09-18 11:00:00,35.3570823669434,32.595832824707,34.7008682250977,32.4291648864746,0.7,19.0451849269427,18.3162048632452
2021-09-19,2021-09-19 06:00:00,7.67954778671265,8.69999980926514,8.65503482818604,8.69999980926514,2021-09-19 11:30:00,30.9909725189209,30.6635551452637,30.9142742156982,30.142638168335,0.4,18.1060911009197,17.7057261471564
2021-09-20,2021-09-20 00:00:00,5.70416641235352,5.85779333114624,5.74583339691162,6.16381471633911,2021-09-20 12:00:00,29.1513500213623,30.9261722564697,28.8064882278442,30.1361122131348,0.7,16.5296555276157,15.833825077647
