"date","time.uhi.min","min.urb","min.rur","min.urb.q002","min.rur.q002","time.uhi.max","max.urb","max.rur","max.urb.q098","max.rur.q098","uhi.med"
2021-09-18,2021-09-18 02:30:00,17.6666660308838,16.8428573608398,17.6666660308838,16.8951430130005,2021-09-18 11:00:00,43.0666656494141,44.7999992370605,43.0666656494141,44.6199992370605,0.7
2021-09-19,2021-09-19 03:00:00,17.533332824707,16,17.533332824707,16.0180000686646,2021-09-19 11:00:00,44.0999984741211,45.8999977111816,44.0999984741211,45.7559978485107,0.9
2021-09-20,2021-09-20 03:00:00,19.8333320617676,17.1333332061768,19.8333320617676,17.145333366394,2021-09-20 10:30:00,43.5666694641113,46.3666648864746,43.5666694641113,46.1026654815674,1
2021-09-21,2021-09-21 03:00:00,20.1000003814697,17.6326522827148,20.1000003814697,17.6727750396728,2021-09-21 10:30:00,44.7333335876465,47.7999992370605,44.7333335876465,47.6559993743897,1
2021-09-22,2021-09-22 02:00:00,19.1333332061768,16.6000003814697,19.1333332061768,16.6360001754761,2021-09-22 11:00:00,41.1666679382324,43.7666664123535,41.1666679382324,43.394666595459,0.9
2021-09-23,2021-09-23 23:00:00,19.1999988555908,11.6333332061768,19.1999988555908,11.8013332176208,2021-09-23 09:30:00,30.8000011444092,37.533332824707,30.8000011444092,37.3875552368164,0.2
2021-09-24,2021-09-24 02:00:00,6.43333339691162,3.83333325386047,6.43333339691162,3.84266661167145,2021-09-24 10:00:00,27.9333324432373,32.9333343505859,27.9333324432373,32.6213339614868,0.4
2021-09-25,2021-09-25 02:30:00,13.5666666030884,11.5,13.5666666030884,11.7100000572205,2021-09-25 11:00:00,39.5,41.033332824707,39.5,40.8653326416016,0.2
2021-09-26,2021-09-26 02:00:00,16.8333320617676,15.8000001907349,16.8333320617676,15.8266669082642,2021-09-26 12:00:00,44.466667175293,46.2666664123535,44.466667175293,46.074666595459,0.5
2021-10-01,2021-10-01 03:30:00,17,14.9833335876465,17,14.9908334732056,2021-10-01 10:30:00,40.4500007629395,43.6666679382324,40.4500007629395,43.3026675415039,0.2
2021-10-02,2021-10-02 03:00:00,17.3166675567627,16.4952373504639,17.3166675567627,16.5095944213867,2021-10-02 09:00:00,34.4000015258789,41.1111106872559,34.4000015258789,40.4971109008789,0.2
2021-10-03,2021-10-03 02:30:00,17.716667175293,15.8499994277954,17.716667175293,15.8949995994568,2021-10-03 08:30:00,34.3666648864746,35.7999992370605,34.3666648864746,35.6739990997314,0.3
2021-10-04,2021-10-04 03:30:00,16.5833339691162,15.716667175293,16.5833339691162,15.7196671295166,2021-10-04 11:00:00,39.0833320617676,40.7000007629395,39.0833320617676,40.6940008544922,0
2021-10-05,2021-10-05 03:30:00,16,14.9333333969116,16,14.9603333282471,2021-10-05 11:00:00,38.216667175293,41.1777763366699,38.216667175293,41.0617765045166,0.1
2021-10-06,2021-10-06 02:00:00,15.0166664123535,13.6000003814697,15.0166664123535,13.6990002441406,2021-10-06 11:00:00,38.0999984741211,40.8333320617676,38.0999984741211,40.7733322906494,0.2
2021-10-07,2021-10-07 03:30:00,14.1000003814697,12.2666673660278,14.1000003814697,12.3395244026184,2021-10-07 11:00:00,40.0999984741211,43.3777770996094,40.0999984741211,43.2317770385742,0.2
2021-10-08,2021-10-08 02:00:00,16.5666656494141,15.2749996185303,16.5666656494141,15.3574997329712,2021-10-08 11:00:00,39.0499992370605,40.8499984741211,39.0499992370605,40.7194987487793,0.3
2021-10-09,2021-10-09 03:30:00,17.4166660308838,16.0499992370605,17.4166660308838,16.0649993515015,2021-10-09 11:00:00,38.6999969482422,41.5,38.6999969482422,41.41,0.2
2021-10-10,2021-10-10 03:30:00,15.5166664123535,14.1666669845581,15.5166664123535,14.2455241012573,2021-10-10 11:00:00,40.0666656494141,42.1666679382324,40.0666656494141,42.0706680297852,0.4
2021-10-11,2021-10-11 03:30:00,15.3500003814697,13.5619049072266,15.3500003814697,13.6107619667053,2021-10-11 10:30:00,40.2666664123535,42.5555572509766,40.2666664123535,42.4975569915771,0.5
2021-10-13,2021-10-13 01:00:00,16.2000007629395,14.6476182937622,16.2000007629395,14.8911014175415,2021-10-13 09:30:00,37.9833335876465,44.2666664123535,37.9833335876465,44.1986665344238,-0.2
2021-10-14,2021-10-14 03:30:00,16.8166656494141,16.4333324432373,16.8166656494141,16.4543324661255,2021-10-14 09:30:00,41.6666679382324,44.8500022888184,41.6666679382324,44.7480017852783,0.2
2021-10-15,2021-10-15 01:00:00,13.966667175293,11.9499998092651,13.966667175293,12.0009998893738,2021-10-15 09:00:00,37.5166664123535,43.211109161377,37.5166664123535,42.7636099243164,0.1
2021-10-16,2021-10-16 02:00:00,14.5666666030884,14.1714286804199,14.5666666030884,14.2151429367065,2021-10-16 10:00:00,38.6333351135254,43.0666694641113,38.6333351135254,42.8026693725586,0.1
2021-10-17,2021-10-17 20:00:00,11.4333333969116,10.3632650375366,11.4333333969116,10.6358773803711,2021-10-17 09:30:00,32.033332824707,34.5666656494141,32.033332824707,34.5126657867432,0.2
2021-10-18,2021-10-18 03:00:00,13.7666664123535,10.6500005722046,13.7666664123535,10.8407148170471,2021-10-18 09:30:00,33.3500022888184,36.1000022888184,33.3500022888184,36.0100016021728,0.5
2021-10-19,2021-10-19 01:30:00,13.5,5.47777795791626,13.5,5.61916573524475,2021-10-19 09:30:00,27.8666667938232,33.1904754638672,27.8666667938232,33.1481897735596,-0.2
2021-10-20,2021-10-20 03:30:00,12.3000001907349,11.7333326339722,12.3000001907349,11.7873326683044,2021-10-20 09:30:00,33.1333351135254,35.216667175293,33.1333351135254,35.2096668243408,-0.1
2021-10-21,2021-10-21 01:00:00,12.466667175293,12.5380954742432,12.466667175293,12.5462384033203,2021-10-21 09:00:00,33.9333343505859,38.777774810791,33.9333343505859,38.274775390625,-0.1
