"date","time.uhi.min","min.urb","min.rur","min.urb.q002","min.rur.q002","time.uhi.max","max.urb","max.rur","max.urb.q098","max.rur.q098","uhi.med"
2022-02-05,2022-02-05 23:00:00,-5.25694417953491,-5.59999990463257,-3.72809710502625,-5.59999990463257,2022-02-05 12:00:00,12.34654712677,12.3999996185303,12.1807716178894,12.1524182128906,0.5
2022-02-06,2022-02-06 02:00:00,-4.55564212799072,-4.54930543899536,-3.8730495929718,-3.59513878822327,2022-02-06 11:30:00,17.4819450378418,16.1750011444092,17.1208324432373,15.2998408508301,0.5
2022-02-07,2022-02-07 23:30:00,0.51666671037674,-0.146093755960464,0.862377984523773,0.170833334326744,2022-02-07 12:00:00,11.0914688110352,11.1999998092651,10.7938448524475,11.1312494277954,0.5
2022-02-08,2022-02-08 05:30:00,-1.60988616943359,-1.65503478050232,-0.82864339351654,-1.34029477119446,2022-02-08 13:30:00,12.5028505325317,11.8909721374512,12.1669971084595,11.2700148582458,0.4
2022-02-09,2022-02-09 23:30:00,-1.62430560588837,-2.29722213745117,-0.782718923091888,-2.14433767318726,2022-02-09 12:00:00,21.8333625793457,21.7659721374512,21.551729888916,20.2034721374512,1.3
2022-02-10,2022-02-10 05:30:00,-3.99099159240723,-4.07916641235352,-3.42712955951691,-3.87226545810699,2022-02-10 12:00:00,21.1221351623535,21.0437507629395,20.9939752197266,19.8382186889648,1
2022-02-11,2022-02-11 22:00:00,-0.844250738620758,-0.845399379730225,-0.674425514936447,-0.413632321357727,2022-02-11 12:00:00,11.7854166030884,12.2944450378418,11.6999998092651,11.8000001907349,0.4
2022-02-12,2022-02-12 04:30:00,-3.16121244430542,-3.16180562973022,-2.99166679382324,-2.83621294975281,2022-02-12 12:30:00,16.7761726379395,17.3999996185303,16.1215117263794,17.3291572570801,1
2022-02-13,2022-02-13 05:30:00,-4.92847204208374,-5.09999990463257,-4.00486087799072,-5.09999990463257,2022-02-13 12:00:00,16.8029956817627,16.8027534484863,16.700804901123,15.4159717559814,1.2
2022-02-14,2022-02-14 06:00:00,-4.34518241882324,-4.99652767181396,-3.9154337644577,-4.71875,2022-02-14 12:00:00,16.5699882507324,16.5676078796387,16.4117785644531,16.1000003814697,1.2
2022-02-15,2022-02-15 01:30:00,-4.21964693069458,-5.80000019073486,-3.8439679145813,-5.68575492858887,2022-02-15 12:30:00,20.2104167938232,20.3909721374512,19.6491670608521,19.7000007629395,0.7
2022-02-16,2022-02-16 06:00:00,-0.400000005960464,-0.400000005960464,0.213786662817001,-0.399305552244186,2022-02-16 12:00:00,20.5076675415039,19.9944438934326,20.4381942749023,19.3823350524902,0.6
2022-02-17,2022-02-17 21:00:00,3.70170712471008,3.70086812973022,4.00892437934875,3.88965281963348,2022-02-17 09:00:00,20.2251014709473,20.3300590515137,19.25,19.8999996185303,0.5
2022-02-18,2022-02-18 06:00:00,4.04150772094727,3.45089221000671,4.48075205802918,3.77372822761536,2022-02-18 11:30:00,21.397891998291,21.353723526001,21.2707720184326,21.0568923187256,0.4
2022-02-19,2022-02-19 22:00:00,-3.57429599761963,-5.99583339691162,-3.07602456092834,-5.60069465637207,2022-02-19 12:00:00,16.6034717559814,16.9090270996094,16.2000007629395,16.8402786254883,0.4
2022-02-20,2022-02-20 01:30:00,-2.92875194549561,-2.95095014572144,-2.04999995231628,-2.80555558204651,2022-02-20 12:00:00,15.5948066711426,15.9951391220093,15.3746011543274,15.8006944656372,0.3
2022-02-21,2022-02-21 21:00:00,0.0524594932794571,-0.1875,0.393965283632278,-0.0298611111938953,2022-02-21 11:00:00,14.8666667938232,15.3909721374512,14.4302318382263,15.0691219711304,0.2
2022-02-22,2022-02-22 21:00:00,-0.0579427108168602,-0.0865885466337204,0.0424508121609688,0.0777488425374031,2022-02-22 11:30:00,16.7638454437256,15.423321723938,16.1097057342529,14.649652671814,0.6
2022-02-23,2022-02-23 23:30:00,-3.00069427490234,-3.49992775917053,-2.31319451332092,-3.09999990463257,2022-02-23 12:30:00,19.8819446563721,19.2868041992188,19.5208320617676,17.6441258239746,1.1
2022-02-24,2022-02-24 02:30:00,-3.27851557731628,-4.27482652664185,-2.94353384017944,-4.00946775436401,2022-02-24 12:00:00,24.1472949981689,22.3611106872559,23.5663391876221,21.7694435119629,0.8
2022-02-25,2022-02-25 20:00:00,-2.20000004768372,-2.59999990463257,-1.72302436351776,-2.48055553436279,2022-02-25 11:00:00,15.0756807327271,16.1000003814697,14.9054329490662,15.9578171730042,0.7
2022-02-26,2022-02-26 04:00:00,-3.20638489723206,-3.20863723754883,-2.93848993301392,-2.6923611164093,2022-02-26 11:00:00,12.9908323287964,13.1999998092651,12.7856248855591,13.0166664123535,0.7
2022-02-27,2022-02-27 04:30:00,-4.10241603851318,-4.13252782821655,-3.69730318069458,-3.89267562389374,2022-02-27 11:30:00,18.8639373779297,19.1927967071533,18.5682791900635,19.0285021209717,1.2
2022-02-28,2022-02-28 23:30:00,-5.5097222328186,-6.18263864517212,-5.02361106872559,-6.0090274810791,2022-02-28 09:00:00,9.77638912200928,9.10479354858398,9.58482620239258,8.13388118743896,1.2
2022-03-01,2022-03-01 05:00:00,-6.31132841110229,-8.30000019073486,-5.65744541168213,-7.73224173545837,2022-03-01 12:00:00,20.3343162536621,18.6829280853271,19.7051583099365,18.1375007629395,1.8
2022-03-02,2022-03-02 04:30:00,-5.69309854507446,-7.80000019073486,-4.91938604354858,-7.38423631668091,2022-03-02 12:00:00,20.4137592315674,19.5290794372559,20.285828666687,18.1041606903076,2.1
2022-03-03,2022-03-03 05:30:00,-6.31550931930542,-8.27569484710693,-5.81249675750732,-7.82152795791626,2022-03-03 11:30:00,22.0502853393555,20.7137451171875,21.3262130355835,20.1479167938232,1.5
2022-03-04,2022-03-04 06:00:00,-9.29930591583252,-10.1000003814697,-9.23559469223023,-9.19626852035523,2022-03-04 09:30:00,13.5763845443726,12.4922885894775,13.4628130722046,11.9669590950012,0.8
2022-03-05,2022-03-05 23:30:00,-4.88958358764648,-5.39513921737671,-4.64236116409302,-5.19999980926514,2022-03-05 10:00:00,12.7160873413086,12.8604164123535,12.4394276046753,11.8562498092651,0.6
2022-03-06,2022-03-06 02:00:00,-5.84958505630493,-5.99513912200928,-5.52731104850769,-5.95347213745117,2022-03-06 10:00:00,17.8805561065674,15.868369102478,17.2886834716797,15.154167175293,0.5
2022-03-07,2022-03-07 05:00:00,-6.25560855865479,-6.89730882644653,-5.66684865951538,-6.56293910980225,2022-03-07 10:30:00,8.15544891357422,7.88541698455811,8.05609790802002,7.02842335700989,0.6
2022-03-08,2022-03-08 23:30:00,-5.19978284835815,-5.2460503578186,-4.81766481399536,-4.81666660308838,2022-03-08 12:30:00,16.821870803833,18.7000007629395,16.3650086212158,18.178698348999,1.4
2022-03-09,2022-03-09 00:00:00,-7.38971376419067,-7.7168402671814,-7.27202703475952,-6.64727098464966,2022-03-09 11:30:00,22.4615840911865,22.4916667938232,21.8387845230103,22.0673599243164,1.6
2022-03-10,2022-03-10 22:30:00,-6.7257719039917,-7.27363538742065,-6.26015978813171,-6.89022560119629,2022-03-10 12:30:00,22.2935848236084,20.2429084777832,22.0971376419067,19.9156144332886,1.8
2022-03-11,2022-03-11 04:30:00,-7.89513921737671,-8.48258113861084,-7.59866888046265,-7.74930572509766,2022-03-11 12:00:00,19.7854156494141,18.3178577423096,19.3400364685059,16.9939618682861,1.7
2022-03-12,2022-03-12 01:00:00,-7.92241048812866,-8.19999980926514,-7.37155365943909,-8.06344539642334,2022-03-12 12:00:00,19.1972236633301,18.2198791503906,19.0583343505859,17.5402774810791,1.3
2022-03-13,2022-03-13 05:00:00,-4.66280364990234,-5.39904546737671,-4.37293478965759,-5.17885540008545,2022-03-13 12:00:00,23.091667175293,21.4487857818604,22.7892925643921,20.5393016052246,1.4
2022-03-14,2022-03-14 05:00:00,-1.59420812129974,-2.16673898696899,-1.39999997615814,-1.83460888147354,2022-03-14 12:00:00,27.7944431304932,26.8840999603271,27.5528340911865,26.2000007629395,1.2
2022-03-15,2022-03-15 04:00:00,-2.48541665077209,-2.40208339691162,-2.32388889312744,-2.16610631942749,2022-03-15 12:00:00,24.2936916351318,23.7937488555908,23.9850033187866,23.3851359939575,0.5
2022-03-16,2022-03-16 23:30:00,-0.969719290733337,-3.19968175888062,-0.500703999400139,-3.04474720478058,2022-03-16 13:00:00,20.0618629455566,19.5801258087158,19.4737030029297,18.4985118484497,0.7
2022-03-17,2022-03-17 23:30:00,-4.48263883590698,-4.55625009536743,-3.33844306468964,-4.34375,2022-03-17 11:00:00,24.9847221374512,24.0847663879395,24.68807056427,23.6854152679443,0.8
2022-03-18,2022-03-18 05:00:00,-2.99375009536743,-3.96957945823669,-2.75500005245209,-3.52871282100678,2022-03-18 11:30:00,25.9069442749023,27,25.0590298843384,26.7937507629395,0.7
2022-03-19,2022-03-19 04:30:00,-4.04216814041138,-4.07022571563721,-3.60335274219513,-3.64149545192718,2022-03-19 12:00:00,25.7170219421387,25.7999992370605,25.0510724258423,25.4770832061768,1.2
2022-03-20,2022-03-20 04:00:00,-3.84088540077209,-5.3972225189209,-3.48783274173737,-4.63194465637207,2022-03-20 12:00:00,20.4561634063721,20.7270679473877,20.3072956085205,20.3004719543457,1.2
2022-03-21,2022-03-21 01:00:00,-6.59652757644653,-6.97569465637207,-6.09999990463257,-6.63541698455811,2022-03-21 12:00:00,24.5622730255127,25.0888023376465,24.0114637756348,24.023208694458,1.5
2022-03-22,2022-03-22 04:00:00,-6.29733800888062,-6.5774302482605,-5.74921018600464,-6.34560027122498,2022-03-22 12:00:00,28.9930553436279,28.9881839752197,28.7888628768921,27.9603841400146,1.6
2022-03-23,2022-03-23 04:30:00,-5.75937509536743,-6.09513902664185,-5.19838477134705,-6,2022-03-23 12:00:00,32.8774833679199,32.9389724731445,32.5282464599609,32.0628102111816,1.6
2022-03-24,2022-03-24 04:00:00,-1.67184603214264,-3.78264856338501,-1.35537709474564,-2.79999995231628,2022-03-24 12:00:00,33.8787231445312,34.1142387390137,33.1096018981934,32.6806174468994,2.2
2022-03-25,2022-03-25 04:30:00,-3.16796875,-3.89233231544495,-1.60206248521805,-3.54432117462158,2022-03-25 12:00:00,33.1916656494141,33.047492980957,32.9416656494141,32.2384155273437,2.3
2022-03-26,2022-03-26 04:30:00,-1.48977625370026,-2.4996817111969,-0.562710369825363,-2.40766005516052,2022-03-26 11:30:00,32.7238998413086,32.1875305175781,31.9584711456299,32,2.3
2022-03-27,2022-03-27 23:30:00,0.0394965335726738,-0.896527767181396,1.39539753198624,-0.653472185134888,2022-03-27 12:00:00,32.8566856384277,33.0415802001953,32.2533073425293,31.9602299499512,1.5
